Course Code,Course Name,Department,Professor,Course Ratings,Quarter,Year,Grade,Review Date,Review Text,Review Upvote,Review Downvote,Review Sentiment Label,Review Sentiment Score
STATS 418,Tools in Data Science,Statistics,Jordan Mendler,"{'Overall': 5.0, 'Users': 4.0, 'Easiness': 3.2, 'Clarity': 5.0, 'Workload': 2.5, 'Helpfulness': 5.0}",Winter,2020,A,03/13/2020,Learn a lot in class and covers different materials that are very relevant. The professor is really nice and knowledgable. Highly recommended.,4,0,POSITIVE,0.9998536109924316
STATS 418,Tools in Data Science,Statistics,Jordan Mendler,"{'Overall': 5.0, 'Users': 4.0, 'Easiness': 3.2, 'Clarity': 5.0, 'Workload': 2.5, 'Helpfulness': 5.0}",Winter,2020,A+,03/13/2020,Learned so much in this class and really enjoyed it. Coursework was very practical and class did good job of reinforcing materials.,2,0,POSITIVE,0.9998685121536255
STATS 418,Tools in Data Science,Statistics,Jordan Mendler,"{'Overall': 5.0, 'Users': 4.0, 'Easiness': 3.2, 'Clarity': 5.0, 'Workload': 2.5, 'Helpfulness': 5.0}",Winter,2020,,03/13/2020,professor is so chill yet also knowledgable,0,0,POSITIVE,0.9454299211502075
STATS 418,Tools in Data Science,Statistics,Jordan Mendler,"{'Overall': 5.0, 'Users': 4.0, 'Easiness': 3.2, 'Clarity': 5.0, 'Workload': 2.5, 'Helpfulness': 5.0}",Winter,2020,A+,03/13/2020,very practical and hands on,0,0,POSITIVE,0.99980229139328
STATS 418,Tools in Data Science,Statistics,Nathan Langholz,"{'Overall': nan, 'Users': nan, 'Easiness': nan, 'Clarity': nan, 'Workload': nan, 'Helpfulness': nan}",,,,,,,,,
STATS 19,Fiat Lux Freshman Seminars: Statistics and Portfolio Risk Management with Stock Market Applications,Statistics,Nicolas Christou,"{'Overall': 5.0, 'Users': 1.0, 'Easiness': 5.0, 'Clarity': 4.0, 'Workload': 5.0, 'Helpfulness': 5.0}",Fall,2021,P,12/13/2021,"This class, taught in fall 2021, requires students to use R to analyze several datasets containing the price of major stocks. Don't worry if you have never used R before; instructions are given before the beginning of the class, and you just run through his given commands on R. Professor Christou is clearly passionate about teaching and wants to spread the knowledge to the class. He's a very approachable if you have any question regarding either the course material or guidance. Overall, I recommend this course to you if you are interested in analyzing the stock market data with R in future, or if you are interested in getting guidance from a very knowledgeable professor.",1,0,POSITIVE,0.9988716244697571
STATS C273,Applied Geostatistics,Statistics,Nicolas Christou,"{'Overall': 4.6, 'Users': 6.0, 'Easiness': 2.6, 'Clarity': 4.6, 'Workload': 2.4, 'Helpfulness': 4.8}",,,,03/28/2011,"Nicholas is a great teacher.  He works very hard to prepare for class and to thoroughly present the material.  His class is also a good mix of both theory and application.  I actually generated a lot of R code that I will be able to reuse for other projects.  Overall, I enjoyed Nicholas' class quite a bit.",0,0,POSITIVE,0.9997310042381287
STATS 424,Teamwork and Leadership in Data Science,Statistics,Jordan Mendler,"{'Overall': 5.0, 'Users': 1.0, 'Easiness': 5.0, 'Clarity': 5.0, 'Workload': 5.0, 'Helpfulness': 5.0}",,,,,,,,,
STATS 141SL,Practice of Statistical Consulting,Statistics,Elliot Kang,"{'Overall': nan, 'Users': nan, 'Easiness': nan, 'Clarity': nan, 'Workload': nan, 'Helpfulness': nan}",,,,,,,,,
STATS 141SL,Practice of Statistical Consulting,Statistics,Mahtash M Esfandiari,"{'Overall': 3.5, 'Users': 4.0, 'Easiness': 4.0, 'Clarity': 2.8, 'Workload': 3.0, 'Helpfulness': 4.0}",Spring,2017,A,02/05/2018,"Super easy class of course as essentially the last stats major course but worst lecturer I've had in my time at UCLA. Unfortunately, she's the only professor that teaches the course but in case you have another option in the future, I wouldn't take this with her! Her lecture slides and instructions are confusing so you never know what she expects or is asking of you. Her emails and lectures and handouts are filled with typos. Often times, she doesn't understand the question students are asking so its difficult to ask questions. Unorganized class, unorganized lecture, ineffective professor and difficult to communicate with. I'm sure she's nice and well known for her work academically, but definitely the worst professor which was a shame because this class was something the seniors looked forward to.",2,0,NEGATIVE,0.999326229095459
STATS 141SL,Practice of Statistical Consulting,Statistics,Mahtash M Esfandiari,"{'Overall': 3.5, 'Users': 4.0, 'Easiness': 4.0, 'Clarity': 2.8, 'Workload': 3.0, 'Helpfulness': 4.0}",Winter,2021,A,03/24/2021,"It is true she is somewhat disorganized. It is sometimes hard to find materials from CCLE. But, she is very nice that she emailed students whenever there are job opportunities. All the assignments including the midterm are very doable as long as you watch lecture videos and attend TA’s discussions. The group project was kinda annoying since there was a free-rider..... but it was very fun that groups worked with real clients and real data. As long as you show your effort, you will be fine. Also, TA Ashley was just awesome. She is the best TA at UCLA with no doubt.",0,0,POSITIVE,0.9982730150222778
STATS 141SL,Practice of Statistical Consulting,Statistics,Phillip Chiu,"{'Overall': nan, 'Users': nan, 'Easiness': nan, 'Clarity': nan, 'Workload': nan, 'Helpfulness': nan}",,,,,,,,,
STATS 141SL,Practice of Statistical Consulting,Statistics,Stephanie Stacy,"{'Overall': nan, 'Users': nan, 'Easiness': nan, 'Clarity': nan, 'Workload': nan, 'Helpfulness': nan}",,,,,,,,,
STATS 141SL,Practice of Statistical Consulting,Statistics,Vivian Lew,"{'Overall': 4.8, 'Users': 4.0, 'Easiness': 2.2, 'Clarity': 4.0, 'Workload': 2.5, 'Helpfulness': 4.2}",,,,,,,,,
STATS 141SL,Practice of Statistical Consulting,Statistics,Dave Zes,"{'Overall': 4.0, 'Users': 2.0, 'Easiness': 4.0, 'Clarity': 4.5, 'Workload': 4.0, 'Helpfulness': 4.5}",,,,,,,,,
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Mahtash M Esfandiari,"{'Overall': 3.8, 'Users': 7.0, 'Easiness': 2.5, 'Clarity': 2.5, 'Workload': 2.0, 'Helpfulness': 4.2}",,,,08/08/2014,"I am currently pursuing a graduate degree in a quantitative background and I can honestly say that Professor Esfandiari was one of the best professors I had during my years at UCLA. Much of what she has taught me (and this goes for the other professors in the stats. dept. as well) has helped me succeed this far in my graduate program. She really tries to teach you the fundamental ideas of what you are learning and why its important. Statistics isn't just a bunch of memorization that you cram the day before the test and regurgitate everything the day after only to forget it several days later.I think those who have a distaste for this professor fail to realize that. Additionally, it surprises me to see so many unnecessary slurs about the professors at UCLA about their accents, way of teaching, or the way they present themselves. I truly do not know how you go into this university--my hypothesis would be you probably had the very same foreign people write you your application essays or take your SAT's for you to get into the university. You are representing a university that is filled with diversity and culture- please remember that. Any who, you have evaluations at the end of the quarter to let them know how they did. Be mature and take the time to let them know what you thought of their teaching. They do take it seriously and appreciate the feedback.I'll end with this and say if you are willing to do the work and are actually interested in learning the subject of statistics, Esfandiari is right for you.",0,1,POSITIVE,0.9473484754562378
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,01/05/2016,"**Selling textbook: Principles of Economics 7th Edition WITH unused Mindtap account for $120**  Original is $150Book is in perfect condition, and is used in Econ 1 & Econ 2.Call or text (714) 235-8843 if interested. ",0,0,POSITIVE,0.8464797139167786
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,06/27/2015,"I am taking ECON106V in the summer session and now struggling on my homework. This course involves the usage of some stupid online tool called ""connect"". It charges me a significant amount of money and the information presented has little to do with what Rojas is teaching in the lecture. I have to read EVERY PARAGRAPH to complete the homework problems. Searching online is even more helpful than staring at the book with no clear examples. Hope I can survive.",0,0,NEGATIVE,0.9963335990905762
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,04/01/2015,"===Selling textbook===For Econ 1 & Econ 2Principles of Economics, 7th edition hardcover (without access code)Tel: 310-307-9720",0,0,NEGATIVE,0.9915522336959839
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,03/29/2015,"Econ 1---------------sell my book, with free notes and printed exams from test bank.If interested, please msg me: 4242911002",0,0,NEGATIVE,0.9833890795707703
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,03/22/2015,"**ECON 1**Professor Rojas goes quite slowly through the material compared to Sproul. He uploads lecture slides online, but I would still recommend attending class. The graphs can become complicated and confusing if you don't hear Rojas explain them step-by-step in person. The grading is based on 15% homework, 20% midterm 1, 20% midterm 2, and 45% final. The homework assignments are online, and they're great practice! A lot of the exam questions are similar to those in the homework. Each midterm consists of 25 multiple choice questions, and the final has 75 multiple choice. The exams are not terribly hard; if you can get your hands on past exams, that helps a lot! Section is not mandatory and, quite frankly, isn't very helpful. Overall, it's a relatively straightforward class. Rojas does a good job explaining concepts, and he sincerely cares that everyone understands the material. ",0,0,POSITIVE,0.9533520936965942
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,02/16/2015,"*I took econ 1 with him*Maybe prior to winter 2015, he was great, but since then, I doubted because MindTap is a big problem for him.His lectures follow the textbooks to correspond with MindTap questions. However, in correspondence with MindTap, when we were in chapter 6, Pro. Sproul's class has covered chapter 13. Well he is the one to make the exam so this is not a big deal. He is good at explaining stuff and reading textbook can make you succeed in understanding the material. Basically, you don't need to go to lecture if you have the book, and you don't need the book if you go to his lecture.Here comes the shit. Online code is needed to access to MindTap in order to do and submit. The code is around $120 and the book is around $140. IT IS NOT WORTHY! Also, MindTap processess very slowly. If you focus yourself on the homework without any distraction, MindTap will cost you 2 times more than doing paper homework because this website processes slowly. The WORST is that after midterm, the time homework is posted and due is unpredictable because everything is a mess.I will recommend him when he is not using any online technique to ""help study"".",0,0,POSITIVE,0.935683012008667
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,01/31/2015,"I think Rojas stinks. I took him for Econ 41 awhile back, and took him for 106V last quarter. Econ 41 was terrible. The lectures were dry, basic, and a waste of time. I stopped going. The TAs stunk, the orange textbook was horrible, and I ended up depending on AP Stats knowledge. He posted old midterms, and I crammed the night before and regurgitated the answers because the tests ended up being nearly identical. But according to the more recent reviews below, this doesn't seem like this is the case for his Econ 41 class anymore. Also, his final was impossible. He teaches this class out of the scope of what it should be, and a lot of the methods are outdated. Using tables for different distributions has been totally obsolete for the past ~30 years. This class doesn't prepare you for 103 at all because it is taught in a stupid, time wasting, overly rigorous way.106V was slightly less crappy, but again, if you want to actually learn to invest, you're better off teaching yourself than putting yourself through this class. Once again, Rojas may know the theory behind things, but I find it hard to have someone teaching a class like INVESTMENTS. Once again, just regurgitated the powerpoints and the HW back onto the tests and got an A. Math 141 is a much better class. Having him teach 3 Econ classes every quarter as a Physics/Stats PhD (admittedly, some of the Econ classes he teaches are are just stats) just goes to show you the state of the UCLA Economics department. ",0,0,NEGATIVE,0.9997828602790833
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,12/25/2014,"I think Rojas is just OK as a professor, at least for Econ 41. I had him for Econ 1 as well, and thought that class was much more straight forward. But I'll talk about Econ 41 instead. Sure, he has extremely neat hand writing and is very systematic during his lectures, but I was bored to death the whole time.If you don't have a Stats background, I feel like you'll be in a for a tough time. His notes are basic and the examples he gives are easy. This, mixed with the atrocious textbook, in which he assigns practice problems out of, made it hard for me to learn own my own. I went to a few different TAs and none of them were that great, and they grade pretty harshly.The previous midterms he gave us to practice were a lot easier, and the midterm practice problems were not even that related to the actual tests. You will also be in trouble if your Calc isn't up to par. I thought the first midterm was about average difficulty, second midterm was harder but I did much better because it was mostly calc, and I thought the final was pretty ridiculous. The biggest issue on the midterms for me was the time restriction. Overall, Rojas is not bad, but not great for Econ 41. I heard he is very good for 103 though. ",0,0,NEGATIVE,0.9832819104194641
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,08/01/2014,TOOK ECON 1Pretty good professor. Explains concepts in debt and encourages questions.Selling Modern Principles of Economics for a great price. Text me (818) 317-2230,0,0,POSITIVE,0.9515901803970337
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,06/25/2014,"TOOK ECON 1Well, I liked him as a lecturer, he goes slow and is methodical in explaining (though my memory is a bit rusty since I took the class 2 years ago). The tests are so hard though if you aren't good at managing time. I'm a really slow test taker so I wasn't able to finish my midterms. They're also during class time and he takes away 10 min for passing out and collecting so it's only an hour to take it. Definitely do the homework because if you don't have a formula down, it'll take up too much time to remember during a test. I had a really good TA and even that didn't help me. It was the only class I ever dropped just because I'm a slow ass test taker! That really sucked, but I'm sure most people will do fine in it because the professor is good.",0,0,NEGATIVE,0.9928989410400391
STATS CM185,Statistical Methods for Physical Sciences,Statistics,Randall Rojas,"{'Overall': 3.8, 'Users': 29.0, 'Easiness': 2.3, 'Clarity': 3.3, 'Workload': 2.5, 'Helpfulness': 3.5}",,,,03/29/2014,"TOOK: ECON 1I thought this class was not bad. If you went to every lecture, you'd be fine. Discussion is not mandatory, but sometimes the TA would teach something that was not covered in class thoroughly and that would show up on the midterm. Midterms were pretty straightforward though - FRQ and MC. HOWEVER, the final was hard. I underestimated it a bit because it was 70 MC problems, so I thought I had some leeway. The problems were tricky on the test and my score dropped down 10% from usual midterm scores. At least with FRQ you get partial credit, but there is no partial credit with MC. Basically work really hard on the midterms to have a good cushion and work hard too on the final so your grade doesn't drop too much. ",0,0,NEGATIVE,0.9986587762832642
